#gene_id	RNF43_G659fs_4	RNF43_G659fs_3	RNF43_G659fs_2	RNF43_G659fs_1	RNF43_WT_2	RNF43_WT_3	RNF43_WT_1	RNF43_WT_4	GFP_1	RNF43_R117fs_4	GFP_3	GFP_2	RNF43_R117fs_1	GFP_4	RNF43_R117fs_3	RNF43_R117fs_2
AQP1	-0.279923	-0.47179799999999994	-0.599368	-0.7746770000000001	0.038968	-0.281462	0.112948	0.687401	0.68025	-0.498917	0.447371	0.47938500000000006	0.325786	1.035714	0.161708	-0.09011799999999999
ARHGAP36	0.45005600000000007	0.5618920000000001	0.558814	0.5131600000000001	0.310822	-0.12178	-0.186871	-0.11119200000000001	-0.359635	-0.10598099999999999	0.10293699999999999	0.23156999999999997	0.473344	-0.675335	0.20130499999999998	0.027889999999999998
ARIH2OS	1.166169	0.836651	0.8703770000000001	1.171924	1.543768	1.3881290000000002	1.073697	1.512232	1.4583030000000001	1.9360669999999998	1.7247419999999998	1.8260009999999998	1.284804	1.9885279999999999	2.1886509999999997	1.759829
ARVCF	4.301941	4.443633	4.36071	4.195145	4.246915	4.620588	4.474245	4.533030999999999	5.100785	5.055358	5.091911	5.15644	4.572451	4.957637	4.215927	4.391197
ATF5	5.388297000000001	5.167211	5.057336	5.779826	5.595871	6.296118	6.487596	6.164092	6.571974000000001	6.797524	6.29053	5.975443	6.5453209999999995	5.703805	5.540672	5.999126
ATG14	2.292647	2.3136419999999998	2.272308	2.2956790000000002	2.359986	2.222292	2.3046450000000003	2.2770799999999998	2.741816	1.801755	2.943091	2.9541209999999998	2.169168	3.055179	2.231057	2.316843
ATP6V1C2	2.008479	1.806825	1.7425279999999999	2.1815830000000003	1.496589	1.145684	0.8286879999999999	1.5122520000000002	1.254014	1.4019840000000001	1.806613	1.217667	1.234444	1.498475	2.222947	1.84277
ATP6V1G2-DDX39B	-0.10173099999999999	1.779637	0.474289	0.7348439999999999	1.79745	2.047266	1.9315240000000002	1.097609	2.425604	1.738607	2.2643590000000002	1.259867	1.794329	2.221221	2.086204	1.444317
B3GALT6	4.281691	4.219494	4.412294	4.335533	4.121645	4.09622	4.144307	4.106399	4.090159	4.594949	3.938154	3.790918	4.387018	3.5460550000000004	3.8471349999999997	4.153497
B4GALNT1	4.285686	4.30661	3.9431269999999996	4.13317	3.7086230000000002	3.6721190000000004	3.107555	3.549022	3.570328	4.121804	3.429095	3.5893599999999997	3.514375	3.7242910000000005	3.536773	3.547772
BARX2	2.4502330000000003	2.6285119999999997	2.640334	2.375626	2.328721	1.861807	1.90671	2.152389	2.09734	2.179537	2.086472	2.244082	1.89488	2.090607	2.09758	2.01621
BCAN	0.41368599999999994	0.9106790000000001	0.309137	0.55014	1.657745	1.535148	1.607769	1.79608	1.404576	1.237079	1.1874069999999999	1.5573059999999999	-0.17748	1.3527049999999998	-0.13405699999999998	0.9115629999999999
BDKRB2	-0.057471	-0.505767	0.009504	-0.06973	-0.230196	-0.492537	-0.439758	-0.037932	-0.470158	-0.180779	-0.552612	-0.740645	-1.0456370000000001	-0.6516149999999999	-0.506833	-0.345958
BMP6	2.692514	2.890015	2.978514	2.658737	2.5505169999999997	2.3216419999999998	1.8901080000000001	2.396634	2.12196	2.236783	2.239591	2.4693490000000002	2.2080490000000004	2.387613	2.366843	2.373567
BMS1P4	1.860216	1.876322	1.903488	1.931512	2.144003	2.344217	2.220271	2.060006	2.565972	2.056611	2.810291	2.5343240000000002	2.284579	2.8983380000000003	2.654574	2.720775
BOK	1.500685	1.3532440000000001	1.3679299999999999	1.349099	1.125704	0.9840059999999999	0.971442	1.0877	1.1521379999999999	1.217032	0.819464	0.9599040000000001	0.9989459999999999	1.037396	0.5701229999999999	0.7250340000000001
BORCS8-MEF2B	4.105588	3.7896769999999997	4.060036	4.1380349999999995	3.900282	3.8410800000000003	4.320651	4.3869050000000005	4.48966	4.46165	4.75712	4.555396	4.319344	4.973887	4.416566	4.315415
BTK	-1.4849450000000002	-0.23988299999999999	-1.139	-1.605688	-0.440863	-0.434278	-1.682652	-0.956717	-0.266706	-1.063358	-0.289041	0.010206	-1.156725	0.572746	0.10821099999999999	-0.564233
BTN3A2	3.4907510000000004	3.6414050000000002	3.7269089999999996	3.556655	3.42867	2.984934	2.7711900000000003	3.217593	2.920817	3.095909	3.035365	2.892203	3.123365	3.2347799999999998	3.766223	3.370792
BX004987.1	0.8154359999999999	0.7590359999999999	0.617797	0.689335	0.555689	1.220652	0.744109	0.784295	1.488967	0.7295659999999999	1.319479	1.1482700000000001	0.945967	1.520171	0.979038	1.219581
C10orf10	2.550753	2.846547	2.883664	2.3297849999999998	2.566986	2.131043	1.706416	2.191522	1.7571299999999999	2.095264	1.768631	1.9648419999999998	1.842968	2.370304	2.8987830000000003	2.642382
C10orf107	-0.269688	-0.655181	-0.431277	-0.47944	0.073534	0.7751520000000001	1.0035450000000001	0.590121	0.8226979999999999	-0.203759	1.262991	0.6079479999999999	0.9365	0.9548530000000001	1.902622	0.9922350000000001
C10orf76	3.940547	3.892526	3.8564190000000003	3.78364	3.96865	3.785386	3.882889	3.8393620000000004	4.32421	3.743751	4.388586	4.591766000000001	3.994267	4.619918	4.2500599999999995	4.077129
C11orf70	0.6476529999999999	0.9620350000000001	1.063226	1.6034030000000001	1.438731	1.8565740000000002	1.932092	1.689891	1.43528	1.577497	2.032936	2.2270630000000002	1.5656079999999999	1.697414	1.573856	2.020898
C12orf4	4.205815	4.08287	4.0214	4.055936	4.227108	4.474947	4.1797699999999995	4.313119	4.717771	4.393591000000001	4.7208559999999995	4.822112000000001	4.54016	4.721218	4.536588	4.704978
C14orf79	2.485427	2.4479610000000003	2.684022	2.317874	2.991102	2.68913	3.093644	2.533723	3.476179	3.699588	3.188263	3.182085	3.418774	3.4067540000000003	3.5182849999999997	3.7921970000000003
C15orf48	2.801195	2.053528	2.130729	2.688086	2.225587	2.280018	1.647516	2.150959	1.7169619999999999	2.5270080000000004	1.995597	2.007967	1.889843	1.914902	2.280521	2.20154
C16orf71	0.21216300000000002	-0.9446829999999999	-0.678623	-1.3874540000000002	-0.71505	0.638105	0.33439	-0.018296	0.8850299999999999	0.617729	0.999812	0.520863	-0.30186	1.282469	0.00966	-0.173834
C16orf86	1.795964	1.743007	1.71323	1.8423459999999998	1.959186	2.038997	1.392123	1.836398	2.605828	2.770438	2.546812	2.034272	2.377407	2.613477	2.659143	2.463818
C17orf97	0.7187020000000001	-0.21328699999999998	0.07418200000000001	0.543249	1.1003379999999998	0.893942	1.04142	0.8276479999999999	1.5983129999999999	1.5930950000000001	1.071674	1.146792	0.844326	1.4509379999999998	0.8877940000000001	1.171266
C19orf38	1.410088	1.7696150000000002	1.6838810000000002	1.961931	1.948982	2.4205389999999998	2.290722	2.0954759999999997	2.3332580000000003	2.85378	2.505736	2.615652	2.16534	2.553773	2.680455	2.508099
C19orf54	4.7103410000000006	4.761089	4.784765	4.959891000000001	4.945551999999999	5.188261	5.268758	5.111707	5.60168	5.533597	5.4147940000000006	5.243275	5.321352	5.435473	5.07969	5.187728
C1QL1	4.433607	4.1754370000000005	4.517843	4.235873000000001	4.058282	3.79221	3.753818	3.9346959999999997	3.973161	4.216602	3.836702	3.881714	3.8140989999999997	3.6344769999999995	3.9916989999999997	3.988957
C1QL4	3.409988	3.4399559999999996	3.5959809999999996	3.313257	3.15137	2.954453	2.621946	3.0479950000000002	3.036294	3.357819	2.903906	2.92761	3.155149	2.7995349999999997	2.976325	3.088922
C1orf101	0.764606	0.247292	-0.38255	0.355983	0.607283	1.076075	0.07147300000000001	0.400229	0.674453	0.662147	1.298263	1.29863	0.05714299999999999	1.185091	0.106083	1.26045
C1orf112	4.061505	4.107557	4.101815	4.120895	4.312943	4.3420440000000005	4.311789	4.397459	4.6306650000000005	3.8387019999999996	4.555161	4.753394	4.302587	4.916481	4.541748	4.597991
C1orf61	3.067641	2.915502	2.6129689999999997	2.425509	2.7136150000000003	2.545575	2.7393509999999996	2.359095	1.7581060000000002	2.650604	2.53533	2.149315	2.5610470000000003	2.520507	2.743357	2.745347
C20orf194	1.770038	1.676066	1.776775	1.6784459999999999	1.6114629999999999	1.8645759999999998	1.7888400000000002	1.8442040000000002	2.356427	1.592057	2.450065	2.244636	1.8713529999999998	2.4228240000000003	1.741793	1.873356
C2orf27A	1.305982	1.436687	0.899813	1.271427	1.037289	0.35867	0.676238	0.458635	0.842935	0.397229	0.472054	0.705114	0.8669399999999999	-0.14180399999999999	1.930407	1.9975669999999999
C2orf42	2.777352	2.7584049999999998	2.78913	2.341071	2.540822	2.617673	2.898483	2.718532	3.18934	2.7870880000000002	3.4612019999999997	3.334968	2.6924330000000003	3.173066	2.787011	2.7844349999999998
C2orf88	0.786571	0.46956000000000003	1.026171	0.9409879999999999	1.09016	0.661676	1.059875	0.247468	0.9026569999999999	-0.0041979999999999995	-0.24178200000000002	0.15774000000000002	-0.026432	-0.556578	0.757951	0.336042
C3orf52	3.365788	3.348121	3.259217	3.2852949999999996	3.3628620000000002	3.05355	3.007807	3.242253	2.77967	1.775938	2.9608060000000003	2.837543	2.9687240000000004	2.913743	3.075174	2.863371
C5	0.780177	0.9520190000000001	0.372435	0.9855940000000001	0.681557	1.385679	1.874513	0.7150529999999999	1.579783	0.578812	1.5967209999999998	1.24196	1.156301	1.57351	0.608362	1.0604799999999999
C5orf51	3.8164190000000002	3.966371	3.759445	3.873639	3.972838	4.027005	4.012505	3.8728029999999998	4.283771	3.408474	4.392804	4.611661	4.013766	4.571982	4.273295	4.374556
C6orf141	1.448928	1.4565350000000001	1.684175	1.180721	1.145578	1.171426	1.7141950000000001	1.1004040000000002	0.9995129999999999	1.27705	0.964266	0.5970989999999999	0.564262	1.1475629999999999	1.392763	1.639951
C6orf226	1.85463	2.260971	2.4773560000000003	1.963489	2.797123	2.046781	2.8244279999999997	2.794337	3.26836	3.543706	2.9060919999999997	3.189791	2.659288	2.609731	2.744264	2.726969
C8orf44	2.085023	2.219471	2.1023400000000003	2.409251	2.1310700000000002	2.239832	2.460559	2.257846	3.1094630000000003	2.056795	3.150709	2.8590259999999996	2.512019	2.5119540000000002	3.190545	2.951954
C8orf58	2.154933	2.106188	1.995151	2.109274	2.241841	2.115197	2.3406029999999998	2.141	2.764079	2.7669900000000003	2.575141	2.891671	2.705447	3.0732880000000002	2.401505	2.586033
CA12	1.687909	1.885894	1.730457	1.4227290000000001	1.6584880000000002	1.23622	1.142892	1.6842139999999999	1.069405	1.638416	1.248582	1.4719870000000002	1.301547	0.866188	1.320195	1.349366
CA2	7.495407000000001	7.3717630000000005	7.521421000000001	7.267467	7.558636	6.866510000000001	6.762337	7.154062	6.726442	6.770980000000001	6.706049	6.811222	6.733998	6.924155000000001	7.1175820000000005	6.802119
CA8	4.679252	4.536462	4.550154	4.374813	4.564838	4.073416	3.4407870000000003	3.908327	3.799037	3.526079	3.8706660000000004	4.072985	3.6523790000000003	3.752477	4.294044	3.93225
CABP1	1.927821	2.169532	2.134769	2.26626	1.538443	1.68313	1.067788	1.654493	1.38289	2.16604	1.7624080000000002	1.47925	1.961962	1.931788	2.023892	2.11144
CACNA1B	-0.09815800000000001	-0.18741	-0.323803	-0.23224699999999998	0.279887	0.099489	0.35423699999999997	-0.056875	0.942378	0.440499	0.304118	0.231098	0.21459299999999998	0.852999	0.250782	0.230706
CACNG6	-0.5307649999999999	0.030510000000000002	0.002478	0.256878	0.29901	0.20558	0.7004560000000001	1.0095040000000002	1.20813	1.047131	1.032651	0.852418	0.704903	0.8216950000000001	0.978043	0.6891520000000001
CACNG7	-0.487304	-0.126574	-0.192743	0.046551	-0.591882	-0.9898549999999999	-0.687407	-1.001292	-0.9500040000000001	0.426647	-1.38304	-0.698947	-0.436385	-0.611451	-0.136257	-0.184139
CALML4	4.470301999999999	4.247324	4.437418	3.8383410000000002	4.038525	3.521686	3.274489	3.634667	3.234895	2.8929650000000002	3.845653	3.856842	3.750086	3.7375	4.230671	4.3423989999999995
CAMSAP3	3.635261	3.739608	3.670211	3.992373	3.7369160000000003	3.823275	3.593296	3.8429830000000003	4.256855000000001	4.308873999999999	3.9760760000000004	4.47233	3.76053	4.7180800000000005	3.931664	4.197215
CAPN3	0.398025	-0.324442	-0.127274	-0.014013	0.059986000000000005	0.4931	0.21927	0.41448500000000005	1.056006	-0.820011	0.804934	0.299466	0.32500100000000004	1.4376	-0.460653	0.018106999999999998
CBLN1	0.688508	0.396783	0.336328	-0.08734199999999999	0.274223	-0.094247	-0.380732	-0.221146	-0.162176	0.091476	-1.258783	-0.19635	-1.4685629999999998	-0.588309	-1.588769	0.015233000000000002
CBWD7	2.7605459999999997	3.041039	2.947609	2.956499	2.993166	3.294871	3.3787339999999997	3.517327	3.6945910000000004	2.142807	3.8399389999999998	3.976393	2.973417	4.011678	3.275652	3.4723839999999995
CCDC130	4.905511	4.723661	4.844233	4.753551	4.827697	4.899113	5.008644	4.981053	5.48163	5.775057	5.411464	5.588543	5.1345790000000004	5.67954	5.333581	5.399383
CCDC160	0.124965	0.06261599999999999	0.103154	-0.543009	0.703861	0.120296	-0.037654	0.033012	0.536701	1.217308	0.527637	1.422958	0.52108	1.4754639999999999	2.186605	2.1916700000000002
CCDC191	1.5437450000000001	1.4103450000000002	1.029955	1.7042529999999998	1.743552	2.116741	2.201931	1.817682	2.226675	1.950173	2.232434	2.062522	2.211354	2.72425	2.215426	2.332653
CCDC28A	4.906063	5.052871	4.925301999999999	4.883692	5.19649	5.105033000000001	5.251072	5.11512	5.52016	4.8510800000000005	5.670154	5.509144999999999	5.080644	5.667799	5.1632739999999995	5.140136
CCDC3	2.9298450000000003	2.918886	3.041322	2.788807	2.947305	2.67686	2.699916	2.714864	2.531011	2.656257	2.458364	2.4997279999999997	2.852884	2.596257	2.834454	2.725018
CCDC66	4.118089	4.3059959999999995	4.171354	4.104733	4.448167	4.387372	4.56696	4.314954	4.789168	4.160404	4.716908999999999	4.87456	4.384906	5.1142199999999995	4.415375	4.499748
CCDC85B	4.744823	4.620944000000001	4.892124	4.717589	4.804683	4.469678	4.291471	4.394933	4.465459	4.900282	4.188638	4.471362999999999	4.472233999999999	4.283507	4.339722	4.637123
CCDC9	4.237849	3.807494	3.8950839999999998	3.9585169999999996	4.218456	4.2976209999999995	3.827924	4.25247	4.581218	4.588716000000001	4.306102	4.504452	4.419022	4.939164	4.707521	4.486752
CCDC93	3.899265	3.923139	3.82347	3.856035	4.019394999999999	4.049379	4.047232	3.938418	4.510523	3.921335	4.528555	4.381861	4.118943	4.776346	4.431408	4.479305999999999
CCDC96	-1.033203	-1.403351	-1.0350110000000001	-1.712443	-0.959778	-0.247704	-1.268316	-0.8590200000000001	-0.153849	0.005759	-0.317533	-0.044422	-0.7519	0.256274	-0.581974	0.0065780000000000005
CCL20	0.009713	0.50648	0.074056	-1.758404	0.094416	-1.1989610000000002	-0.59236	0.026035000000000003	-3.5437309999999997	-10.0	-2.298084	-3.256576	-3.895605	-3.1941889999999997	-1.567755	-3.741769
CD24	3.7501629999999997	3.4662589999999995	3.2980989999999997	3.147194	3.3044809999999996	2.772311	2.583026	2.9802310000000003	2.691416	2.959057	2.684059	3.166872	2.741148	3.125002	3.668047	3.094834
CD44	0.147421	0.10553599999999999	0.22134099999999998	1.147257	-0.348159	-0.180161	-0.468017	0.143324	-1.032722	0.318755	-0.618211	-0.080444	-0.672421	-0.9379940000000001	-0.285541	-1.302877
CD72	1.9146150000000002	1.0087840000000001	1.6336030000000001	1.585985	1.9997200000000002	1.9417200000000001	2.22653	1.9913450000000001	2.4896380000000002	2.540076	2.290754	2.675698	1.852498	2.140422	2.4873540000000003	2.407802
CD8A	-0.165941	-0.771983	-1.141469	-0.369026	-0.13632	-0.34833200000000003	0.192875	0.36238899999999996	0.372793	0.14510399999999998	0.30095	0.24095300000000003	0.37037	-0.024378999999999998	0.091833	0.282213
CDA	2.5163130000000002	2.6276650000000004	2.480322	2.521232	2.236866	1.9025869999999998	1.640412	1.828688	1.4084780000000001	2.4951529999999997	1.9005830000000001	2.215343	1.8851799999999999	2.241648	2.774403	2.25995
CDH1	1.257089	1.333107	1.362028	1.847445	1.0062870000000002	1.0337459999999998	1.0241209999999998	1.870571	0.718622	2.3838060000000003	0.8576540000000001	0.778784	1.3529209999999998	1.302775	1.03362	1.094449
CDH12	-0.013704	0.567195	0.264337	-0.379178	-0.668354	-0.579696	-0.9029020000000001	0.010154	-0.873661	-0.167047	-0.321867	-0.808298	-0.46256800000000003	-0.169934	0.46448900000000004	0.494608
CDH18	-0.231219	-0.066855	-1.1854770000000001	-0.1654	-0.389736	-1.139032	-2.123415	-0.924551	-2.107636	-1.761175	-1.046978	-1.892018	-1.16939	-1.076502	0.004340999999999999	-1.0451219999999999
CDK7	3.393933	2.8198819999999998	3.6456739999999996	3.4156459999999997	3.757977	4.078715	3.560775	3.481314	3.807605	3.504113	3.942539	3.71141	3.7344510000000004	3.7675120000000004	3.40193	3.387135
CDKL3	1.332453	1.285628	1.768962	1.508604	1.816068	2.10941	2.1595619999999998	1.689878	2.281536	1.090378	2.295553	1.997566	1.8763849999999997	2.3906009999999998	1.839305	2.173274
CDNF	1.903472	1.762818	1.80083	1.945691	2.1114580000000003	2.1476759999999997	2.548245	2.227248	2.693873	1.983426	2.438723	2.25219	2.401882	2.589118	2.4936580000000004	2.505051
CDYL2	0.627286	-0.000327	0.03519	0.22488899999999998	0.001493	-0.6079859999999999	-0.331532	-0.9493719999999999	0.136882	0.5676859999999999	-0.585018	-0.5085729999999999	-0.25295100000000004	-0.166176	-0.40531100000000003	-0.315643
CEP112	3.615412	3.045737	3.5749739999999997	3.7928620000000004	3.567582	3.8928510000000003	4.042406	3.848245	4.313121	3.5236660000000004	3.661483	4.306629	3.812029	4.517966	4.003857	4.012618
CEP89	3.977353	4.200558	4.077901	4.139308	4.1241129999999995	4.251758000000001	4.157814	4.094446	4.701535	4.712716	4.751431	4.76468	4.421918	4.916539	4.620508999999999	4.747769
CEP95	5.762963	5.538012	5.71518	5.830709	5.879736	5.840303	6.099253	5.8624089999999995	6.421708	5.529433999999999	6.320121	6.579934	5.928331	6.719023	6.195496	6.240295
CFAP52	-1.227442	-1.359949	-2.1326099999999997	-1.871154	-2.121634	-0.748941	-1.202876	-1.16608	-0.5137619999999999	-2.0588610000000003	0.007194	0.176173	-1.726262	-0.096024	-1.6975369999999999	-0.855259
CFAP70	1.525495	1.6664599999999998	1.397673	1.6967729999999999	1.6809009999999998	2.2235240000000003	2.171223	1.9059240000000002	2.309135	1.969018	2.702067	2.035016	2.376588	2.353062	2.046622	2.648597
CFL1P1	0.724583	0.366805	0.7441760000000001	0.797767	0.8936700000000001	1.232599	0.976029	0.7387640000000001	1.458625	1.091067	1.292694	1.296933	0.800454	1.272928	1.066861	1.522437
