,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1
HALLMARK_DNA_REPAIR,0.9934096526203209,0.9915530847185137,0.9949258678729788,0.9955157500705625,0.8825933103922513,0.8828007901072784,0.8899031113303633,0.8854503074147732,0.9373214542671452,0.9352125576840103,0.9384587526494006,0.9392088942181677,0.5401388964732864,0.5387109970146117,0.5427011802923283,0.5439112776111658,0.4920896548127454,0.4899946939572107,0.49420930240865596,0.49491064900653475,0.4927799970035689,0.4912983607985697,0.49617955332508584,0.49653119557227443,-0.08293457456182302,-0.08037014208735431,0.07110495976081249,0.06978731917816758,-0.2761937037953886,-0.2406716114617931,-0.23572861216147964,-0.25979963357733293,-0.22039200725884106,-0.23438608293515478,-0.0857126063122136,-0.061586855713911294,,,,,,,,,,,,
HALLMARK_E2F_TARGETS,1.093648666960889,1.0946251448328457,1.0923299295673663,1.0928553472130267,0.9809257308351452,0.9818492372356118,0.9794125837050417,0.9815397416193682,1.036944615474629,1.0378432569832732,1.0358058418884994,1.034371201755821,0.6546278081832584,0.6562861652280217,0.6520541541268382,0.6556574515413802,0.6076138511719239,0.6092741026252726,0.6050368127061119,0.6087855188401861,0.6110603467989191,0.6127910740130201,0.6083833940566565,0.6122464457859219,0.22584479561513715,0.2892116692512897,0.23173847111004353,0.3525809522029451,-0.07853974914559295,-0.1507937372019278,-0.1163390172808022,-0.1467908824869242,0.08919518640927164,0.15090370612494136,0.07779667853497325,0.21982905381234444,,,,,,,,,,,,
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.506173927404756,0.5113962394513292,0.5180883317777734,0.5149111731785839,0.40193996756143013,0.41532591959285453,0.4177691328986795,0.41528328058813635,0.44447217145068385,0.4531548135240058,0.4607580473417815,0.45915587677072145,0.08661031799031012,0.08929973455316877,0.09354594177737731,0.08356529908290022,0.021536082358043437,0.02018152528396194,0.021232180869823706,0.0137671150761093,0.013912670575861246,0.017397827834955894,0.02026507814373898,0.014721044782108514,0.5939770098594275,0.5587211916631445,0.6419786756722368,0.5859966309425141,0.45328850700328094,0.41443386631696927,0.5409319042838022,0.3949136911567158,0.40094110605183997,0.3907301498659529,0.46271747186440987,0.42654758358684886,0.20433230624435783,0.223590538050848,0.22400785074556287,0.21636072766486444,0.02928529884372373,0.04640354583376977,0.053115318464871684,0.027821056551458317,0.007197017704301672,0.015752262497725013,0.031251149528035246,0.0020912330308988287
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.6265943315838935,0.6218001906436429,0.6285324326962503,0.6224253609001403,0.5414147583529125,0.5243052956208656,0.5377161575494203,0.5190777008857879,0.5717908021876961,0.5695653737513002,0.5745509235971777,0.5703536530945774,0.08367057789184118,0.07632468602018758,0.08358424934427486,0.07664549488184619,0.03202046580068376,0.020272503041067157,0.029125433843701715,0.01712584245384843,0.02933650217354119,0.01883225926691926,0.028404242912822442,0.020157684892496468,0.5712481407311981,0.4287864247629471,0.5834240243229425,0.3784184895599045,0.28823018182424653,0.20674066201708546,0.34079147406010074,0.21741531031031133,0.40975899393110937,0.24476373514750277,0.40713352454815266,0.20173444006201327,0.28840872903785275,0.31405178835546943,0.3047602671774221,0.26475815377126205,0.20050645262006592,0.23791415209689976,0.23526871152706633,0.10121096431111493,0.1514426566623341,0.16653560512015905,0.16580599843493998,0.12665440419695975
HALLMARK_ESTROGEN_RESPONSE_LATE,0.6215584492129275,0.6211774408345865,0.6248085623304873,0.6187403882306404,0.5287025683253845,0.528072097461595,0.5369882612682894,0.5244237702928862,0.5538021157105687,0.5534499203136595,0.5584217419431049,0.5519181781586385,0.2021294292129762,0.19590178669681793,0.20407501074646073,0.19611369078010324,0.13839616007631853,0.12936710070802895,0.13594918065154005,0.12601910256264948,0.13356941934402464,0.12495287191777124,0.13517188600334634,0.12806525857643145,0.5980651229353319,0.47389625911211686,0.6581879123894151,0.48244906365665946,0.2648948322352744,0.2344641167160264,0.3500721315148609,0.21908038881977135,0.42648317031074817,0.31313349038108973,0.4913743112507681,0.3257176040782976,,,,,,,,,,,,
HALLMARK_FATTY_ACID_METABOLISM,0.7955486237850272,0.7964940383765909,0.7990856175396208,0.7971725006334384,0.705548976355819,0.7031390216160198,0.701981999941274,0.7015712252361418,0.7241495926131207,0.72362296763438,0.7289124583111755,0.7269387161803433,0.4304772758572276,0.4345271152061473,0.43573721456047404,0.43192986099988007,0.3737334107136396,0.3756519674623531,0.37738762394840325,0.37439008874478896,0.3698738367503194,0.3723663843316399,0.37299282528990674,0.3692530005347479,0.22766679075030216,0.256860936932879,0.3319759209624541,0.22391552585136756,0.3217145966269261,0.32324678607333135,0.3945938176308564,0.3781409029248303,0.04362413660168222,0.06768530625713214,0.1419971625171475,0.06889778810685196,,,,,,,,,,,,
HALLMARK_G2M_CHECKPOINT,1.0426160609046085,1.045358059502473,1.041960084655642,1.0437568616273483,0.9379547624192867,0.940012066853223,0.9382410509153115,0.9388756441922271,0.9867695934895763,0.9895627294295086,0.9846583383051675,0.9879853426552475,0.5829193870992314,0.5860568688343224,0.5823914188050499,0.5840894079690806,0.5350192191251548,0.5381662372705892,0.5346001820552069,0.536075899410699,0.5363250967337958,0.5390450099687242,0.5353560627912868,0.53766819773739,0.20356166200503492,0.35797124846728523,0.2560722570302748,0.27978947698643547,0.09002024590217718,0.12274973929550335,0.11650594785147099,0.09286757623879405,0.0669224539781283,0.21467704032337967,0.10909241911311852,0.14129693427916382,,,,,,,,,,,,
HALLMARK_GLYCOLYSIS,0.8092186513994347,0.8068282378592042,0.8066546134866024,0.8040928661428038,0.7052092465334221,0.7021575841279916,0.705465354049593,0.7023498866117152,0.7520234520519703,0.7477947493753414,0.7460511228489429,0.7440426717302142,0.3432176869126462,0.3436470867263128,0.3441475704584342,0.3414051550686907,0.2817539177670872,0.28223746997747884,0.28361466562485993,0.27755559766842586,0.27839889920175714,0.27716439450679003,0.27953610001165363,0.27633968791926455,0.4072038674803822,0.45240741914716737,0.5238353227130587,0.3895277410698745,0.3298973837793299,0.3142658446066261,0.4141887055211536,0.2574184549000026,0.2529089488083428,0.2744809086630824,0.3426382573260127,0.2352574527304682,0.8004246179194963,0.8033250086296981,0.8472685456768595,0.7916515669388995,0.6567586663304704,0.669302851312403,0.7034056363617511,0.6417870889153882,0.680245195610216,0.6875864043571108,0.7323768887133174,0.6889977055461651
HALLMARK_HEDGEHOG_SIGNALING,0.617606624738389,0.626030667966613,0.6136305136947904,0.61761123289323,0.5615904082750928,0.5623633672439319,0.5601332912820706,0.5630169225464169,0.5659519874722537,0.5814930066130967,0.5669003252701864,0.5666622540032968,0.07860075990535281,0.07757484796573944,0.07420068125882248,0.07812086534435418,0.04613723559690915,0.047281724908554534,0.042971542637356086,0.0504988047718976,0.04073226159863601,0.0408485517317466,0.03938364628502272,0.04371120710495798,0.4601532661960619,0.42307738157223784,0.3872317552058661,0.5569222900133973,-0.04471621126566083,-0.012200740657273685,-0.09099161937048397,-0.18799769863405533,0.29879934373220823,0.23988798163724506,0.25927828699181116,0.40185449387492855,,,,,,,,,,,,
HALLMARK_HEME_METABOLISM,0.7123121438090348,0.7209855286145299,0.7234288885946046,0.7160066641258414,0.6202038199792674,0.6244075014933264,0.6270501180581922,0.6202463856909873,0.6397565332718672,0.6503644637247498,0.6553813487042958,0.6469600083911846,0.2841294175533143,0.28796428606771807,0.28865296955291186,0.28203056581622066,0.23718600919934782,0.23647514636037678,0.23846093878160435,0.23122864514033747,0.23122713178094886,0.2335076245085471,0.23481777482325203,0.22754340179939353,0.14265086078292605,0.24956531368289558,0.27762989438842844,0.18298748491547687,0.11715661585921491,0.16619173702661197,0.10627353431672602,0.22471613857774378,-0.01736467181932934,0.07736083879082728,0.12178340919323884,0.008464766006258324,,,,,,,,,,,,
HALLMARK_HYPOXIA,0.683713644930294,0.6755528637176926,0.6790686850982509,0.6679868094819151,0.5805631346940751,0.5834090204287066,0.5859735524791293,0.5679973520564483,0.6233629117295345,0.6119482367350162,0.6148555731060033,0.6040853409863349,0.20731758703441325,0.20846504949385505,0.2117957231978777,0.2008945835118238,0.14744692484794117,0.14736201448189962,0.15126868865541243,0.13870933577675307,0.1427981151182665,0.14254102547714081,0.14743977373476977,0.132449335271374,0.4447974650758933,0.4292164830908159,0.5212196937141163,0.3204485440017951,0.18267008509984833,0.2862559946596409,0.3828157766047863,0.1491270758038654,0.29488281429537183,0.2620839604192474,0.341987121049502,0.14442360888614902,0.4642656177821107,0.47547967604692826,0.5041180159628361,0.42467879425976507,0.2951500401605305,0.2910961227469769,0.31649639128003687,0.21449696258834575,0.32834351166848336,0.34394758554553206,0.37007115087885956,0.2559333374662339
HALLMARK_IL2_STAT5_SIGNALING,0.5661650099528821,0.5675248686678208,0.5674271332981173,0.5665809606800686,0.4640880689038389,0.4780498077928105,0.48344993261406244,0.47173242258241765,0.5032561196068335,0.5034302988047535,0.5042801929381437,0.5043961744942674,0.14198882704884877,0.14518267948367683,0.14414460262691894,0.14284228755581077,0.08680007972498505,0.09194834845239112,0.09322827690078472,0.08722540974500259,0.08414734973094042,0.08816689045434335,0.0872902815288086,0.08354852272441408,0.5284131028959567,0.5908261379853116,0.5796451259944805,0.5294700660591775,0.24673375655926374,0.26675330236978934,0.30105998293944086,0.15657633569084164,0.3672177465183407,0.41800794173924827,0.40377624465801176,0.35111329196555835,-0.05493872597349697,-0.03732974419372661,-0.02843373596121197,-0.07742120554916217,-0.1567136637452114,-0.21536809535286827,-0.10864140519041089,-0.24323257801998524,-0.23958452521890183,-0.23305265411612708,-0.21608427455894533,-0.2543480034805416
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.4056906777495783,0.3990972002665518,0.4020529304297932,0.3966458542983429,0.2800888262595729,0.2891669768611958,0.27923015136343016,0.2738354229408048,0.3463306023272281,0.3347870873281085,0.34399457128421046,0.3319269877070485,0.0677540026540373,0.0670219675329469,0.06534487721420049,0.06811475915994564,0.009743366184847535,0.0014281454727855336,-0.002221836832245023,0.008337635465901782,0.008393846915915947,0.008546084087786744,0.00446513660407047,0.00788001102241604,0.4643211275400039,0.35913330621344125,0.3583416938691039,0.40550803750860104,0.47704490363495256,0.3870668198646259,0.32117348444629945,0.33193823672270806,0.2777043049705823,0.20621342770974305,0.21923253080002544,0.23690575818155257,,,,,,,,,,,,
HALLMARK_INFLAMMATORY_RESPONSE,0.32349596072364906,0.31414826205280794,0.31326597981699195,0.3083462214118088,0.15014633388400456,0.15443793496168373,0.16241971161079638,0.14890353898454034,0.26669477718968465,0.25546565881740557,0.25746332881216716,0.2479679639299423,-0.01387989968495407,-0.014294016052020617,-0.01088462192867978,-0.023440408496110954,-0.0946043045139471,-0.09069752224322856,-0.08976244975401644,-0.10262802134220438,-0.08273473684176973,-0.0863815478035043,-0.08114255585721837,-0.09314905305887979,0.5376176776724507,0.546582489689574,0.5752874022553368,0.4760818755655506,0.38071410912457565,0.33574411619072525,0.37663108975708975,0.13193465091170295,0.39382138718867876,0.3891274190606295,0.42623666429562823,0.32530308760456683,,,,,,,,,,,,
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.5026455877427675,0.5133314825143306,0.49413984720011245,0.5141900990735387,0.393011467750858,0.4073885889884895,0.40064450462523454,0.3991104831764471,0.4429515286605994,0.45424765445496335,0.43061404221027244,0.4567696929375979,0.10130957005670506,0.10319246974206263,0.10819746648765677,0.10598110862989446,0.03653591825097064,0.04306567319757827,0.04187336279727165,0.04716905974682063,0.03041207289085111,0.039140018099497735,0.039223344049701646,0.035218722468098075,0.16566471492932155,0.38066837186290164,0.37377206289430037,0.2292282888048088,0.1513978756944314,0.3109210849757826,0.3048522901607728,0.10225371591550161,-0.0021533013903045524,0.19368256189025826,0.16670861355605499,0.08679011869401523,,,,,,,,,,,,
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.4435030521733155,0.4465071058596865,0.43036879694197366,0.4387206732778487,0.32032361062604614,0.3290961585138643,0.331337039574504,0.32493092993515305,0.3818219088545691,0.3851362129462035,0.36583389276627554,0.37866037232037014,0.053193975935291,0.051306519603387585,0.05434899291548479,0.0462562452201147,-0.012407979340094528,-0.015989899932663414,-0.015181170767638856,-0.020598660872453236,-0.014724271771103354,-0.016564399328516107,-0.012941148904827022,-0.023776717546488378,0.38840342178168624,0.4063673047691133,0.4548739945753044,0.1425645617839661,0.10226761573544887,0.10300292548285066,0.11825932704068554,-0.02315788884414698,0.2232485021161551,0.23406633574434918,0.29125716051524475,-0.01586984904002039,,,,,,,,,,,,
HALLMARK_KRAS_SIGNALING_DN,0.2224726057659941,0.21629199062928461,0.2036392942640184,0.2151917668528543,0.08018453853708324,0.08627194503360526,0.08884176117645488,0.08274435529319038,0.16729145216877164,0.16117810209282876,0.14401251801211,0.16102725806429963,-0.17780007618336344,-0.18112203423233764,-0.17588791120183975,-0.18913661041054292,-0.22613278248534824,-0.2319099834907292,-0.23281512914593558,-0.24071277896186308,-0.22684972384490815,-0.22668255162259315,-0.224301476091705,-0.23404373054939692,0.27303319404132015,0.3034360174247173,0.2648799223157878,0.1969359017670055,0.265792315856487,0.31586968378133295,0.28803810966886534,0.22359847153097392,0.1110592332448722,0.13379365694453793,0.07314075277098687,0.0029896428362646984,-0.10560460066361972,-0.03178621934343311,-0.06224589783237689,-0.15273145432314036,-0.22771485596974683,-0.16045349724672367,-0.1620012763722085,-0.296594363638249,-0.20674991501564355,-0.1372251846854719,-0.17841492133514594,-0.26762311128668254
HALLMARK_KRAS_SIGNALING_UP,0.35359035888656837,0.3664583896185579,0.3717764037390476,0.3542976368881047,0.21789308557616627,0.23882522364867517,0.22702040900022769,0.22571061064703365,0.29214028107891277,0.3087198794444944,0.31646818775678487,0.2943355057423959,-0.0753236077219619,-0.06741411794971876,-0.07083103414361762,-0.0733439818836461,-0.12914200408982307,-0.13153715529468996,-0.13368486544266547,-0.13432376134069668,-0.1363482840300961,-0.1240410573326923,-0.12833580424390287,-0.1347925000891674,0.3554740179814098,0.5088593174620326,0.4158667898199527,0.4034511981121698,0.35348030673625075,0.4110960943685923,0.3717083748008741,0.35049617764876756,0.1933402528589944,0.33827813294998904,0.24530713362636206,0.25160144832464915,0.23468754181187326,0.26290005561914725,0.2830168466798982,0.26113758386976776,0.12249644076544793,0.035663359730935755,0.14178357190580956,0.030395752794895082,0.07848702153070125,0.1031673152187926,0.1203673107834734,0.07892638779576505
HALLMARK_MITOTIC_SPINDLE,0.9018186485488494,0.905198798245847,0.9019242429741592,0.8991805041673946,0.8147618160901552,0.8177894338006642,0.8150551356796852,0.8132599732778507,0.8505976032592908,0.8537278979256283,0.8510123084772064,0.8477583385201636,0.3857543425773815,0.39089928610412966,0.3842716786158622,0.3825712051726276,0.34193379553727243,0.3461072974078324,0.34090596982255617,0.337855495784804,0.3403417693236718,0.34565347434991817,0.3393853503586178,0.3367044494162275,0.2635740376108507,0.34371131725280263,0.22189281020851837,0.1584648980474233,0.08747093880496964,0.07558584593208396,-0.0001454523437976937,0.01735410169197989,0.1177216946056404,0.21027250664940045,0.08800446465537515,0.02838682259123639,,,,,,,,,,,,
HALLMARK_MTORC1_SIGNALING,1.0239831054962516,1.0258974494390687,1.0249033022785563,1.026742971278815,0.9240981415015841,0.9297422636995374,0.9301656110125972,0.9299392852106673,0.9654585177023423,0.9672353374334354,0.9646033196091026,0.967371754004008,0.5824403177599453,0.5844333499037992,0.5851869153335537,0.5845283049049927,0.5298069274361318,0.5316879089047916,0.5329867781910732,0.5320934659880174,0.5300259564133358,0.5332628057004437,0.5343820128130488,0.5330694261615273,0.2595280060383593,0.35229609209524776,0.38786559667571735,0.4577366602657029,0.08278055368069448,0.09120455831257353,0.1974138783192531,0.04838672787708956,0.09251587760546906,0.17236015591165932,0.18498385850866944,0.3241137345913118,,,,,,,,,,,,
HALLMARK_MYC_TARGETS_V1,1.202082627535825,1.2019431174930275,1.2011568910647636,1.2036392942640184,1.0788787783558105,1.0787308794942732,1.0781013663411863,1.0801845385370832,1.1424732388649135,1.1423574119706008,1.1415725691510474,1.1440125180121101,0.8086352984252788,0.8083743464602475,0.8072686616333326,0.8108633895894571,0.7570355861369952,0.7568386045012743,0.7557119378453485,0.759287221038137,0.7636249766356834,0.7634424957802477,0.7622560206828374,0.765956269450603,0.23950575861311388,0.2471910718321479,0.29551040531422645,0.47752597493430954,-0.159813171029434,-0.17548797212325315,-0.13554192476120966,-0.12169217055491321,0.1089802619313414,0.07398161821117887,0.1360537715147983,0.3409521163065309,,,,,,,,,,,,
HALLMARK_MYC_TARGETS_V2,1.052143717279142,1.0433977519189366,1.0466839098485865,1.0481690114355198,0.949036823444949,0.9413483368130299,0.9445990120810882,0.9457216754778053,0.9968441383168052,0.9884401048713115,0.9914288945051883,0.9929636190972215,0.5903340240633267,0.5772749878322366,0.5830629983568534,0.5846761363945115,0.542900474065308,0.5303980471184142,0.5333504527437716,0.5373566170492955,0.5439894431505331,0.5312459731214282,0.5359161009451929,0.5381445622032611,0.4477899671949605,0.052635859513737386,0.22287990910607183,0.14142060876655166,-0.1404614394612276,-0.336897124520859,-0.16713825016738448,-0.3300103531173118,0.2806818164516394,-0.12580997245705816,0.04837064738707058,0.02415067742432644,,,,,,,,,,,,
